unused,unused,topic,songFragment
,,love,spotkamy się miedzy przepaścią a niebem dlaczego tak trudno jest uwierzyć w siebie tak bardzo bym nie chciał zapadać sie w siebie tak bardzo bym nie chciał zamienić się w ciebie  co to znaczy kiedy mówisz
,,love,"Kiedy smutek wypełnia dusze mą W głowie tylko marzenia, nie wiem skąd Jak wybrnąć z tego mam - powiedz mi jak Zakochać znowu się, zaszaleć póki czas Znów promień słońca w sercu mym się tli Znów chcę na"
,,love,"Starasz się jak ja, by noc była cicha Budzisz się i znika czar Co przyniesie dzień i na wiele pytań  Odpowiedzi nie szukaj sam. M jak Miłość  Krew i wino, nagły blask  Gdy kochasz pierwszy raz  M jak Miłość Serca"
,,love,"Pocałunek to nagroda, razem zatrzymamy czas, stary Wrocław jest tak młody, dam miłość wielką, miłość pierwszy raz. Pierwsza miłość jest najpiękniejsza, a nam właśnie dzisiaj się zaczyna śnić, pierwsza"
,,love,"Starasz się jak ja by noc była cicha budzisz się i znika czas  co przyniesie dzień i na wiele pytań  odpowiedzi nie szukaj sam M jak miłość , m jak miłość  krew i wino nagły blask gdy kochasz pierwszy"
,,love,"Bo to jest miłość /4x  Ja to wiem, Ty to wiesz choć nie przyznasz się Może ktoś, może gdzieś uświadomi Cię Jeszcze raz przyjdzie czas, w którym głośno Powiem Ci, że, że, że kocham Cię  Bo to jest miłość I"
,,love,"Daję Tobie Swoją Miłość Dobrze nam ze sobą było To nic nie rób Tylko kochaj mnie  Daję Tobie Swoją Miłość To uczucie, które zmienia nas To nic nie rób Tylko kochaj mnie"
,,love,"Ile dróg już za mną, ile jeszcze czeka? Nie ma sensu patrzeć wstecz… Czas nieubłaganie przede mną ucieka A ja nie chcę za nim biec! Pragnę się zatrzymać, spełnić swe marzenie Mym marzeniem jesteś Ty Jak"
,,love,świat do przodu gna zakochane serce woła echem wśród wielu nas tęsknota sprawi że kocham się  miłość jest jak ogień kiedy serce płonie zabiera nas w piękny rej zawsze najpiękniejsza zawsze najwierniejsza prawdziwa
,,money,"Z nią było takto miała być przyjaźń nad miaręNa miarę czasów które są jakie sąMiała pieniądze, ja suknię, serce i talentW końcu stwierdziła, ze nie opłaca się toZ nim było takto miała być miłość prawdziwaMierzona"
,,money,"Pierdolnięci yuppie z bogatej dzielnicy, bo ty nie wiesz co to ciężka praca rąk. Najlepiej się czujemy tutaj na ulicy, dlatego jest nam dobrze, bo to jest nasz dom. Możecie zgarnąć nas z ulicy, ale ulicy"
,,money,zastanów się jak dużo szczęścia dał ci twój wielki dom  piękny ogród gdzie rosną drzewa pozłacane  gdzie co noc zlatują się złote ptaki z czarnych garniturach  i czy któryś z nich jest twoim przyjacielem
,,money,powiedz mi czemu ciągle nami manipulują  ludzie w maskach którzy mają tylko pieniądze  wymyślają i stwarzają nam różne problemy  zamykają nam oczy na świat  abyś nie mógł myśleć  uciekasz w swój własny
,,money,Idę przez plac centralny Kłaniam się blondynkom Wykonują zawód dobrze Za to je cenię Jednocześnie gliniarze za pieniądze podatników Tracą przy nich swą energię Za to ich chromolę Blondynki mają zdobycze
,,money,"W środę wieczorem kochali się, On dał jej forsę; Mówił ""Weź i kup sobie coś Naprawdę ładnego"". Nie chciała brać, mówiła, że Mogą żyć inaczej Że za pieniądze nie odkupią już Tych straconych chwil. O, kochana! Tutaj"
,,money,"Tu matryca maltretuje papier brudno-blady Tu się wszystko wydrukuje, takie są zasady Dla oszustów wizytówki i pieniądze na łapówki Zarządzenia i ustawy i pornosy dla zabawy Drukowane jest na białym tu"
,,money,"Niezgoda na rzeczywistość Bunt przeciw jej mechanizmom Siła, indywidualizm Samodzielność myślenia Punk to destrukcja, niszczenie schematów Reguł i form w myśleniu i działaniu To usuwanie granic pomiędzy"
,,money,"Mój kolega kłamie, sprzedaje dzieciom nieprawdę, Topi swoje słowa w ideologicznym bagnie. Czy wie co robi? Ja tak nie sądzę. Wyłącza siebie kiedy liczy pieniądze. Kolejny raz śpiewa swoją piosenkę Inny"
,,money,Czy kiedyś- chciałeś sam zapytać Boga.... Dlaczego...?- światu w oczy patrzy trwoga Ludzie- kiedy dłonie swe podają Noże- za plecami mają Przyjaciel- który kocha szczrze W dzień szary- siły resztę Ci zabierze Utopi-
,,love,"Zapamiętam wspólne dni Wszystkie, które dałeś mi Chcę być obok Ciebie Odnaleźć w Nas nadzieję  Za miłość, która rośnie w Nas Za każdy serca jeden blask Wciąż wierzyć chcę, że kocham Cię Za miłość, która"
,,love,Bo to jest miłość Ta o której śnię co się nam zdarzyło nie zatrzyma jej  jeśli chcesz zrozumieć ja to nie masz żadnych szans tylko ona jedna swoje kręte drogi zna może spotkać cię za rogiem na ulicy gdzieś możesz
,,love,Wychodzę z domu widzę świat w innych kolorach I pozytywną włączam myśl jak było wczoraj Uwierz mi ze życie ma sens Każda chwila lepszą staje się  Kochaj świat Zatrzymaj czas Ciesz się chwilą która dobrze
,,love,"Oblepieni bielą dnia Zanurzeni w ciepły wiatr Bez pamięci, bez oddechu Bez przyczyny i bez winy Miłość każe osłom latać Dzisiaj jestem jednym z nich"
,,love,Każdego dnia ty jesteś ze mną blisko tak jak anioł stróż każdego dnia marzę by było tak do końca naszych dni Dzięki za miłość twą za wiarę w nas za każdy dzień spędzony razem dzięki za miłość twą za oczu
,,love,"Już nie pisz więcej Bo kłamiesz pięknie tak Że chociaż o tym wiem Zaczynam wierzyć znów I nie patrz na mnie tym Przegranym wzrokiem Mnie nic nie tłumacz  Nie trzeba tych sów Zdarzyło się, co się zdarzyło Ja"
,,love,"Chodzę sobie ulicami Czy cię spotkać? Nie wiem do szaleństwa zakochany Szukam, szukam ciebie Moja miłość jest gorąca Może ogrzać, może sparzyć Taka miłość jak dwa słońca Tylko raz się może zdarzyć  A ja"
,,love,"Pusta jest noc, głucha i obca. Bezbarwny dzień, gdy niema jej. Lecz gdy ją spotkasz, gdy poznasz jej smak Każdy gest, świętem jest. Miłości to znak. Daj mi dłoń, nie bój się nocy.  Patrz budzi się dzień. Gdy"
,,love,Jestem uparta i humory głupie miewam  Że wredna jestem pewnie już zauważyłeś  Żaden materiał ze mnie jest na dobrą żonę  Więc lepiej daruj sobie . Typowy facet o rocznicach nie pamiętam  Kwitków i misiów
,,love,"Miłość to jest spokój ducha chociaż trochę mi zajęła otrząsnąć miłość to sa scrabble razem i sudoku razem a nie głośne miasto Miłość to jest wtedy gdy zadzwonił któryś z kumpli Siemasz, masz czas na browar Nie,"
,,money,"Pieniądze to tylko rzecz Więc jeśli je masz - to wydaj je Szczęście samo nie znajdzie Cię Więc dupę rusz i odnajdź je Bo każdy dzień trzeba tak przeżyć Jak gdyby jutra miało już nie być Nie ma kasy, no"
,,money,Kicz jest dziś sztuką A perwersja modą Poprawność polityczna To największy szpan Pseudoartyści Szukają natchnienia W narkotycznej nirwanie Jakże to chory stan Media lansują Fałszywe wzorce Afirmacje dewiacji Liberalny
,,money,niech umrze następny artysta biznes zarobi pieniądze frajerzy w bogatych ubraniach szykują następny show Ty będziesz następną ofiarą zasranym dumnym idolem wykreują Twoją postawę obwołają Cię dzisiaj Bogiem ref: nie
,,money,Zawsze chciałem neutrinem być mknąć na przestrzał milion świetlnych dni mroczny przestwór konstatować i o kwazarach śnić jestem jak zhańbiony miś który płacze nie od dziś bo mu ogolili brwi... poznaj szpiega
,,money,"Proszę powiedz mi ile musisz wypić wódki Żeby otworzyć umysł, ściągnąć mentalne kłódki Zabić smutki, utopić cały syf Pomyśleć o sobie samym, że to nie ty Dla większości życie na trzeźwo to nie przyjemność Coraz"
,,money,"Nie chcę religii, ja nie chcę niczego Ja potrzebuję czegoś nowego Ta substancja ma smak, zupełnie inny antyrządowy, antyrodzinny To nie jest białe, ani zielone ja preferuje ognisto czerwone Ta substancja"
,,money,"Bez pracy, co teraz? Prosto na bruk  Bez grosza w kieszeni, podpierasz słup  Bez szansy na przyszłość, na własny kąt  Pamiętasz co wcześniej obiecał rząd?  Rozbita wystawa, wokoło krzyk  Ktoś leży na ziemi,"
,,money,"Mam pieniądze, nienajgorsze zdrowie I pomysły bardziej niż szalone Więc nie dla mnie już gadżetów świat RAP. Come on get up on your feet Shake your asses to the beat Believe me, come with me ""Rock the"
,,money,"Seks, pieniądze, władza dzierżą rządy duszSzacowne maski kryją człowieczeństwa brakSwędzenie palców, by zawsze trzymać sterDla maluczkich bozia oraz cyrkKomu z nich zależy na mnie?Kogo z nich obchodzę"
,,money,Czasem patrzę z góry W zimne oczy miasta Autostrady biegną w świat Słońce topi asfalt Kuszą światła i reklamy Lśnią podziemne przejścia Przyciągają wzrok wystawy Wszystko jest do wzięcia Pierwszy raz to
,,love,"Twoja Miłość nad górami, ponad szczyty wznosi się. Jak to jest, że jesteś (x3) z nami i w niebie nie brakuje Cię. Panie jeśli zechcesz przyjąć mnie takim, jakim jestem, Jestem gotowy już dziś."
,,love,"Miłość mi wszystko wyjaśniła, Miłość wszystko rozwiązała Dlatego uwielbiam tę miłość, Gdziekolwiek by przebywała.   Więc w tej ciszy ukryty ja - liść, Oswobodzony od wiatru, Już się nie troskam o żaden"
,,love,"Mówią: miłość jest piękna, w słońce przemienia deszcz. Każdy dzień jest jak piosenka, lecz wiemy też... Miłość złe humory ma, w perskie oko z nami gra, potem pęka wątła nić, lepiej za mąż wyjdź, za mnie"
,,love,"Kochałem Ciebie, kiedyś byłaś mi jedyna, Dawałaś mi przeżyć, ale czas popłynął. Świat walił się pod nogi,  A każde Twoje słowo mogło mnie zabić.  Kroczyłem ślepo we mgle, wśród pejzażów, Smutna miłość,"
,,love,"Chodzę sobie ulicami Czy cię spotkam – nie wiem Do szaleństwa zakochany Szukam, szukam ciebie  Moja miłość jest gorąca Może grzać, może sparzyć taka miłość jak 2 słońca tylko raz się może zdarzyć  a ja"
,,love,"Zabiorę Cię na dziką plażę, Gdzie złoty piasek i stada mew. Wyznam Ci szeptem to o czym marzę. Wyznam Ci szeptem to o czym śnię.  Kochana, wierzę, wierzę w miłość Kochana, wierzę, wierzę w nas I to co"
,,love,ROZSTANIE BOLI LECZ NIE WARTO MĘCZYĆ SIĘ TRWAĆ W MILCZENIU WŚRÓD NIEWIDZIALNYCH ŁEZ W SERCU CZUJE GNIEW PRETENSJE MNOŻĄ SIĘ JAK ZROZUMIEĆ TO SAM NIE WIEM  DO KOGO ŻAL DZIŚ MIEĆ ŻE NA ROZSTAJU JEST MIŁOŚĆ
,,love,"Nasza miłość jest trochę jak z horroru Kiedy całujesz nadlatują nietoperze  Ruszamy w drogę – jak zwykle burza Siejemy wiatr, więc już nas to nie wzrusza Wybieram pokój z prysznicem bez zasłony Zbyt dobrze"
,,love,"jesteś wszystkim: całym światem, wiosną, zimą, pięknym dniem każdą myślą, i pragnieniem, i największym moim snem  ty stworzyłaś świat, w którym ja żyć chce w każdą piękną noc spełnia się mój sen  miłość"
,,love,Twarze i słowa idą na przeciw Ciała tajemne dają znaki To co święte świętym jest Każdy dotyk spełnia się Ref: Jeszcze wczoraj nieznany Poznany od niechcenia Piękniejsza od innych Miłość od pierwszego spojrzenia Pomiędzy
,,money,Nie dzieje się nic Gramotna muzyka Zegar czasami lekko utyka miedzy słowami Pytam co pijesz Czy masz pieniądze I z czego żyjesz  A serce leży na dnie I tonie W butelkach czerwonych łez  Wiem ze już nigdy
,,money,"Nie lubię kobiet, które pachną mydłem Ich trudy są czyste, a ich serca są zimne Tych kobiet nogi nigdy się nie rozkładają  Tych kobiet ręce zastygłe czekają Nie lubię kobiet, które pachną mydłem Ich sumienia"
,,money,"Według wszelkich prawideł Dziś nie zdarzy się nic ciekawego na pewno, Jakże nudno jest żyć.  Śpiewaj głośno w urzędach, Zamień oczy na błysk, Mów dziś wszystkim ""Dzień dobry"" Oddaj wszystko za nic Na cześć"
,,money,"To prawilna strona miasta Gdzie się liczy tylko prawda Bo nie dla nas ta zabawa  Z konfiturom na melanżach Mamy swój krąg Co w dobrą idzie stronę Kolejne cele, kroki które dobrze postawione Kiedyś wpadaliście"
,,money,"Tak nienawidzę przemijania, kiedy szczęście ogarnia nas Nikt nam radości nie zabrania, a smutek jednak dłużej trwa Więc chodźmy poszukać niczyich miejsc, by chociaż na chwilę zmienić rzeczy bieg Ref. A"
,,money,"Ja wiem i wy wiecie, że politycy to idioci, Jeśli tylko kogoś spotkam, Powiem mu że jest idiotą, Jednak dusza ma nie może, dzisiaj zwracać się do bestii, Bo chce latać i chce śpiewać, Chce być tam gdzie"
,,money,"Życie, jak cytrynę, wyciskaszz taką siłą, że aż sok tryska.Muzyka, trawa, wódka, zabawa.Na głowie stajesz, biją ci brawa.Następna dzika małolataręce ci we włosy wplata,brzuch ci jeszcze w tym nie przeszkadza.Nie"
,,money,"Był taki facet, który miał szmali płacił z góry, bogaty.Prowadził interesy, nie czepiałysię go stresy, tak mówią.Nie spodziewał się nikt,nikt nie przypuszczałby.W takim facecie jak on,serce jak dzwon.Nie"
,,money,"Zawsze na jesień, co cztery lata Mamy znów nowego kandydata Nowe przysięgi, nowa obłuda Trochę pościemnia i mu się uda  Nowe obietnice, stare poczynania Jutro ma być lepiej, każdy umie gadać  Mniejsze"
,,money,Rudy płomień rozpalił się znów   Wracam z nieba mam ziemię u stóp   Co tam sława i pieniądze   Ważne że znów pragnę i błądzę   Szukam Ciebie gdzieś musisz tu być  Twoje ciało nauczy mnie żyć  Kto połączy
,,love,"Nasza miłość ma skrzydła Młode skrzydła dwa Niosą nas wyżej i wyżej Nasza, nasza podróż twa-a Nasza miłość nie z wosku I nie z ptaków są piór Nie, nie jesteśmy jak Ikar - on ze Słońcem miał spór  Nie wypuszczaj"
,,love,dla Ciebie piszę miłość ja bez nazwiska zwierzę bezsenne   piszę przerażony sam wobec Ciebie której na imię Być ja mięso modlitwy której Ty jesteś ptakiem   z warg spływa kropla alkoholu w niej wszystkie
,,love,"dlaczego ta pieprzna miłość musi boleć ze mną się nie liczysz, tylko robisz swoje dlaczego inni żyją normalnie ja cię kocham, a ty masz wyjebane na mnie bo ja się staram a ty robisz po swojemu miłość nie"
,,love,"Godziny wyrwane nocy, spuchnięte twoje oczy Dotyk ust  Zaraz będzie jasno Ale wciąż nie możesz zasnąć Zapominasz że to co cenne jest  Nie kosztuje nic Nie kosztuje nic  Prawdziwy świat To ty i ja  A kto"
,,love,Tak szczera I prosta Bezinteresowna Pozbawiona wszelakiego zła Szlachetna oraz czysta Przejrzysta niczym kryształ W którym płynie katastaza Miłość do ojczyzny W tych słowach ją wyrażam Tutaj przyszedłem
,,love,"Zacznę od tego, że niestety nie szukam Cię wcale, Bo nic na siłę,  Chcę stworzyć coś, co jest doskonałe. Sam nie dam rady, nie dam, modliłem się, przepraszałem, Znów z mojej winy zimny i twardy jak lód"
,,love,"Co było się skończyło i chociaż było miło wzmocniło nie zabiło to była głupia miłość x2     Dzisiaj wiem byłaś całym moim życiem sensem istnienia i moim odkryciem Nasze wspólne plany ,pomysły.  Ten czas"
,,love,"Co było się skończyło i chociaż było miło wzmocniło nie zabiło to była głupia miłość x2     Dzisiaj wiem byłaś całym moim życiem sensem istnienia i moim odkryciem Nasze wspólne plany ,pomysły.  Ten czas"
,,love,"Taka prosta sporawa zdaje się Tu on tu ona leżą na sobie Śmierć zadana sobie razem Miłość , zdrada wszystko razem  Jeszcze wczoraj tu widziano ich Tańczyli razem, ona z nim Dzisiaj on i ona mają portret"
,,love,"PIERWSZA MIŁOŚĆ NIE RDZEWIEJE i nie możesz jej wymazać nawet jeśli chcesz zapomnieć, ona zawsze będzie wracać możesz żyć po swojemu, oczekując progresji ale nigdy nie skasujesz retrospekcji  w telewizji"
,,money,"Ludzie mówią do mnie Słyszę przeźroczyste flow ,moja przeźroczysta krew Maluje tragiczne tło Stoję jak palma w Warszawie A obrazy w nocy są Prawdziwe jak jej Michael Kot  Znowu nie mogę zasnąć Liczę barany"
,,money,nikt nie chce oddać władzy jak już ja posiądzie tak samo trudno oddać zdobyte pieniądze choćby i straszyli sadem  i dusili za szyje tez nie oddam co moje tak będzie póki żyje  masz siłę do działania bez
,,money,"upłynęło tyle lat nie wiem kiedy to minęło nawet nie pamięta o mnie swiat   rok 2020 kończe 30 ty chciałaś wiedzieć co u miei długa historia, mogę ci streścić byłem u szczytu kariery 0 wiesz to penie byłam"
,,money,Zrobimy wszystko czego chcesz i o czym marzysz Będziemy liczyć te pieniądze na ich twarzy Razem będziemy bać się śmierci będąc starzy Zrobimy wszystko czego chcesz i o czym marzysz Mówię to prosto z serca
,,money,"Jestem młodym samotnikiem Który ciągle gna pod wiatr Jak przekonać Ciebie mam Mówisz ""Wiesz że będziesz cierpiał i Przeklinał cały świat"" Urodziłem się po to aby grać A Ty uwierz jeszcze raz Uwierz jeszcze"
